Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1bx6spmieE655BQvWdTYKA,"","","",0000,0,0,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"","",0.703,0.982,4,-3.466,1,0.118,0.394,0.000939,0.109,0.697,110.03,4
spotify:track:6KJnxgN0lVgv9npvMBje3P,"Holi Re Rasiya","Holi Re Rasiya","Mahan;Maithili Thakur;Seedhe Maut;Ravi Kishan;Amaan Ali Bangash;Ayaan Ali Bangash",2023-02-21,223881,35,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bhajan,devotional,desi hip hop,hindi hip hop,hardcore hip hop,bhojpuri pop,sufi","Universal Music India Pvt Ltd.",0.63,0.632,2,-7.04,1,0.35,0.173,0.0000298,0.0943,0.808,118.54,4
spotify:track:7pbF3jhnwASjMxeItgHP1S,"Lat Ulajhi","Classical Unwind","Ankita Joshi",2016-08-12,239813,30,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bhajan,devotional,ghazal","Strumm Entertainment",0.592,0.572,10,-10.582,1,0.122,0.772,0,0.0966,0.298,76.314,4
spotify:track:4t2sMBajRuSKudtieXPgPp,"Ranjish Hi Sahi","Coke Studio Season 10: Episode 1","Ali Sethi",2017-08-14,336866,49,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"ghazal,sufi,qawwali,desi,hindi indie,indian indie","Mainstage Productions",0.654,0.424,11,-9.535,1,0.0289,0.482,0.000021,0.139,0.297,130.03,3
spotify:track:4JBNysi2ev6akvX0JXa9db,"Rangi Saari Gulabi Chunariya","Bandish Fusion & More","Kaushiki Chakraborty;Ricky Kej",2020-08-27,400957,19,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"ghazal,bangla pop","Strumm Entertainment Pvt. Ltd.",0.71,0.418,3,-10.428,1,0.0439,0.479,0,0.111,0.126,131.994,3
spotify:track:3wcG9v5Z22SjvWsK7YGJvC,"Udja","Udja","OAFF;Savera;Jasleen Royal;Burrah",2023-02-07,199050,35,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie,hindi indie,bollywood,desi pop,hindi pop,desi,gujarati pop,desi hip hop,hindi hip hop","Universal Music India Pvt Ltd.",0.617,0.714,0,-6.462,1,0.0393,0.379,0.0169,0.0977,0.449,125.952,4
spotify:track:2DolnMsowdoeGwD9f1P9iJ,"Barsan Lagi","Barsan Lagi","Abhay Jodhpurkar",2022-12-22,219456,9,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"marathi pop,tamil pop,bollywood,kollywood","Strumm Entertainment Pvt. Ltd.",0.708,0.594,0,-5.046,0,0.0395,0.28,0,0.161,0.604,137.972,3
spotify:track:7pepsLqAidcUMFfOVuKzvt,"Girte Hue Boondon","Girte Hue Boondon","Gayatri Asokan;Amarabha Banerjee;Purbayan Chatterjee",2023-01-07,233750,0,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"malayalam pop,mollywood,sufi,hindi pop","Gayatri Asokan",0.428,0.475,9,-11.392,1,0.0767,0.731,0,0.104,0.394,98.044,4
spotify:track:5diWIwtjfub2zoxIwgiRia,"Aaj Rang Hai","Aaj Rang Hai","Prithvi Gandharv",2023-01-19,247874,9,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"ghazal","Strumm Entertainment Pvt. Ltd.",0.536,0.668,7,-5.489,1,0.0404,0.138,0,0.177,0.308,159.94,4
spotify:track:00Z4zBOh25NUzsUGffMrZS,"Ras Ke Bhare","Ras Ke Bhare","Sona Mohapatra;Sparsh Agrawal",2022-12-01,233181,12,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bollywood,desi,hindi pop,indian indie,hindi indie","Omgrown Music",0.373,0.503,5,-6.205,0,0.0368,0.313,0,0.122,0.172,85.86,4
spotify:track:7lvDsmTRXFE3dK4OjvRiWB,"Pasoori","Pasoori","Ali Sethi;Shae Gill",2022-02-07,224146,60,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"ghazal,sufi,qawwali,desi,hindi indie,indian indie,hindi pop,desi pop","Giraffe Pakistan",0.714,0.596,11,-6.206,0,0.043,0.0657,0,0.0625,0.669,91.991,4
spotify:track:1CTFgZCW0ljb0P4mv7hzQU,"Mora Saiyaan","Classic Love","Fuzon",2012-01-01,412266,45,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"sufi,desi pop,ghazal,hindi indie,indian indie","Virgin Records (India) Pvt Ltd.",0.652,0.516,6,-9.946,1,0.0315,0.33,0.00073,0.0918,0.417,80.093,4
spotify:track:7zCNzMtqsYAFX5GC2TLin2,"Savera","Savera - Single","Anusha Mani",2017-10-06,245510,17,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bollywood","Anusha Mani",0.6,0.392,11,-11.27,1,0.0241,0.873,0.00013,0.0875,0.333,97.978,4
spotify:track:2xRtXbFAmk3cW6xE1zF7ye,"Tu Jhoom","Tu Jhoom","Naseebo Lal;Abida Parveen",2022-01-19,397546,54,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"sufi,qawwali,bhangra,desi,ghazal","Giraffe Pakistan",0.42,0.481,7,-8.949,1,0.0395,0.255,0.000414,0.0909,0.0594,84.794,4
spotify:track:2YtPvGvR1urr0oX0T7ouFR,"Naiharwa","Naiharwa","Nikhita Gandhi;Jivitesh Kharbanda",2020-03-31,214738,10,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bollywood,hindi pop,hindi indie,indian indie","Nikhita",0.608,0.0904,9,-14.163,1,0.0336,0.768,0,0.105,0.108,90.967,1
spotify:track:5DSFsWFoGi37SivNJAoTi4,"Yariyaan","Yariyaan - Single","Hari & Sukhmani;Noori",2016-03-10,311186,26,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie,hindi indie,sufi,qawwali,ghazal,desi","Hari & Sukhmani with Noori",0.373,0.403,2,-10.829,1,0.0312,0.183,0.0000633,0.0757,0.206,116.41,4
spotify:track:1qm4W0HboioIBvqKcR4KRN,"Zariya","Coke Studio @ MTV Season 3: Episode 1","A.R. Rahman;Farah Siraj;Ani Choying Drolma",2013-08-17,432893,44,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"tamil pop,kollywood,bollywood,sufi,hindi pop","Sony Music Entertainment India Pvt. Ltd.",0.396,0.736,4,-6.291,1,0.0607,0.297,0.384,0.153,0.0356,102.012,4
spotify:track:2mVqfKbKGmxVXlVswhlI5T,"Chaap Tilak","Coke Studio Season 7","Abida Parveen;Rahat Fateh Ali Khan",2014-11-23,532300,48,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"sufi,qawwali,ghazal,bollywood,hindi pop,desi","Mainstage Productions",0.544,0.679,1,-5.105,0,0.0456,0.494,0,0.12,0.388,123.955,4
spotify:track:1FKR1MFGHdjrIMoel4VyXc,"Bhagirathi","Songs Of The River - Ganga","Shantanu Moitra;Kaushiki Chakraborty;Ambi Subramaniam",2022-08-22,253636,13,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bollywood,bhajan,ghazal,bangla pop,maloya","Shantanu Moitra",0.627,0.833,4,-7.039,1,0.168,0.349,0.00000294,0.059,0.824,164.85,3
spotify:track:6aHl7WFS38wYezyWHTdghb,"Jaana Kaha Hai","Muhafiz","Muhafiz;Sarthak Kalyani;Siddharth Chopra",2020-12-23,272000,14,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"ghazal,indian indie,hindi indie,marathi pop,tamil pop","Muhafiz",0.454,0.381,0,-13.133,0,0.0499,0.302,0.0000796,0.289,0.315,75.058,4
spotify:track:1FZTOS0J00x7DOZSPy7O4r,"Rang Na","Rang Na","Pratibha Baghel;Harshit Chauhan",2022-06-24,254491,22,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"ghazal,gujarati pop","Music 24 Records",0.681,0.446,2,-8.929,1,0.0312,0.798,0.00000729,0.109,0.291,118.046,1
spotify:track:3StBtW3cANtA6ZGwIzT8z2,"Garaj Garaj","Bandish Bandits (Original Series Soundtrack)","Shankar-Ehsaan-Loy;Pandit Ajoy Chakrabarty;Javed Ali",2020-07-27,158476,42,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bollywood,sufi,desi,hindi pop,ghazal,qawwali,desi pop","Sony Music Entertainment India Pvt. Ltd. / Amazon Seller Services Private Limited",0.287,0.762,0,-7.121,1,0.0874,0.392,0,0.287,0.262,73.054,4
spotify:track:2pvslHf4vcFm5PVW6wtMwo,"The Awakening","The Awakening","Ricky Kej;Charanraj MR",2021-01-18,141459,23,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"kannada pop,sandalwood","Raveolution Studios",0.487,0.773,5,-8.194,1,0.0441,0.0516,0.062,0.233,0.565,169.981,4
spotify:track:4WZE6JnKn3jacgnaJOTF9T,"Chanakya","Chanakya","Rishab Rikhiram Sharma",2021-08-15,163071,62,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bhajan,devotional","Des Records",0.651,0.64,2,-11.007,0,0.0339,0.658,0.114,0.11,0.322,139.987,4
spotify:track:4UfxiCLAbE25k5cIRsr36r,"Jao Piya","Jao Piya","Maati Baani;Ambi Subramaniam;Abhay Nayampally",2022-04-16,370222,9,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie,hindi indie,maloya","Maati Baani",0.547,0.549,5,-9.56,0,0.141,0.512,0.0248,0.103,0.859,135.036,4
spotify:track:4qPEj1futdyovzkDQkbBcz,"Thaare Bina","Thaare Bina","Prashanth Srinivas;Swaroop Khan;Sukanya Purkayastha",2020-04-12,323734,17,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"gujarati garba,bollywood","RagaHaus Music 2020",0.3,0.451,2,-13.144,1,0.0444,0.74,0.0209,0.338,0.298,179.968,3
spotify:track:5NInFFyIEpOOEp73ALYFMw,"Saajan Salona","Saajan Salona","Aabhas Joshi;Aabhas - Shreyas;Indie Routes",2023-01-13,210000,3,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"tollywood,hindi indie,bhajan,sufi,indian indie","Merchant Records",0.548,0.369,3,-11.826,1,0.0483,0.809,0.00102,0.122,0.816,155.999,4
spotify:track:4oZINaDR2CFCkacgsv0G5f,"Naina Morey - Redefined","Naina Morey (Redefined)","Umashankar Kathak;Jayesh Kathak;Nakash Aziz",2020-10-23,202838,25,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bhajan,tollywood,bollywood,desi,hindi pop,telugu pop","Malangs",0.255,0.537,0,-11.189,1,0.0835,0.428,0.000505,0.0608,0.499,75.634,4
spotify:track:1TOQb1AwnZLzrAu4VXZUIO,"Garaj Garaj Jugalbandi","Bandish Bandits (Original Series Soundtrack)","Shankar-Ehsaan-Loy;Farid Hasan;Mohammed Aman",2020-07-27,330921,42,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bollywood,sufi,desi,hindi pop,ghazal","Sony Music Entertainment India Pvt. Ltd. / Amazon Seller Services Private Limited",0.269,0.779,2,-5.135,1,0.0519,0.0463,0.00000173,0.0892,0.384,150.04,3
spotify:track:7FYVWjUfB9spZUV8gMAVHP,"Yatra","Rang","Bickram Ghosh;Kala Ramnath;Barry Phillips",2020-08-02,382666,24,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"ghazal,bangla pop,celtic,traditional folk","TRUE MUSIC",0.613,0.487,2,-10.833,1,0.0473,0.788,0.337,0.104,0.477,90.029,4
spotify:track:34H4D8wcZnmg2JxnRD3Wdx,"Bedu Pako","Bedu Pako","Pawandeep Rajan;Clinton Cerejo;Bianca Gomes",2022-12-02,201509,16,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bhajan,bangla pop,bollywood","Merchant Records",0.671,0.646,9,-5.401,0,0.0677,0.148,0.0000367,0.0904,0.78,159.009,3
spotify:track:4oFTEI6Dmnca8HbpwdXQCL,"Shafqat with Shafqat (Lakh Jatan / Khamaj)","Shafqat with Shafqat (Lakh Jatan / Khamaj)","Shafqat Amanat Ali;Shafqat Ali Khan",2020-10-19,440999,28,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bollywood,sufi,hindi pop,ghazal,qawwali","SufiScore",0.299,0.437,5,-9.258,1,0.0334,0.88,0.00034,0.11,0.38,160.084,4
spotify:track:6CQhSRMH7HYenOa3OToRyh,"Coming Home (feat. Akanksha Grover)","In Other Words","Anhad + Tanner;Akanksha Grover",2020-08-14,294866,18,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie,hindi indie,ghazal","Gravity Sounds",0.547,0.513,2,-12.074,1,0.0299,0.591,0.528,0.0562,0.0748,127.953,4
spotify:track:5uSh9y1mJ3oIZJv0VitrOX,"Mohan Bin Radha","Mohan Bin Radha","Priyani Vani Panditt",2021-04-11,199658,23,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"","Songdew",0.537,0.619,0,-7.68,1,0.0445,0.705,0.000399,0.129,0.187,95.042,4
spotify:track:52vuIcerIKjbRwaMRm4ZAn,"Rāgamaya","Rāgamaya","Apoorva Krishna;Shankar Mahadevan",2018-09-07,508364,2,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"marathi pop,bollywood,devotional,bhajan,desi,tamil dance","Apoorva Krishna",0.503,0.785,4,-5.826,1,0.187,0.263,0.00000407,0.108,0.48,148.045,3
spotify:track:144TS04R5kwzBqaM805g9E,"Kahaani","Kahaani","Santanu Ghatak;Anirban Chowdhury",2022-03-13,243750,12,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie,hindi indie","Sharaj Music",0.56,0.358,3,-7.655,1,0.0307,0.848,0,0.105,0.205,127.906,4
spotify:track:3VkIejOeatDUJGq9faLncj,"Bairan","Taurat","Shakir Khan;Aarya Ambekar",2020-10-31,301714,19,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"marathi pop","Shakir Khan",0.591,0.452,1,-11.248,0,0.0383,0.867,0.0194,0.0831,0.18,140.077,4
spotify:track:0VTkLctx2gKsZLKZluQIX8,"Bole Naina","Bole Naina - Silences Speak","Deepak Pandit;Pratibha Singh Baghel;Gulzar;Zakir Hussain",2021-02-13,318052,0,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"ghazal,qawwali,sufi,bollywood,desi,hindi pop","Sufiscore",0.566,0.378,0,-14.167,1,0.0589,0.879,0.00807,0.293,0.511,122.072,3
spotify:track:617AQXp7dNlAQnJPPQNyUV,"Justaju: The Essence of Love","Justaju: The Essence of Love","Raahein Gharana",2021-11-05,302704,0,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"","Raahein",0.698,0.52,6,-10.566,1,0.0459,0.641,0.888,0.147,0.386,105.011,4
spotify:track:2eQaRaRfo0QfXXm7rR2eBk,"Duniya","Duniya","Salim–Sulaiman;Vijay Prakash",2022-12-16,294933,3,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bollywood,sufi,desi,hindi pop,qawwali,kannada pop,sandalwood,tollywood,telugu pop,tamil pop,kollywood","Merchant Records",0.436,0.701,8,-6.618,1,0.133,0.0983,0.000126,0.108,0.274,130.128,4
spotify:track:3MtAHtJnXMsfLyJ5Sq2c2u,"Ballad Of Krishna (feat. Sandeep Chowta & thommyknoles)","Abhay Nayampally","Abhay Nayampally;Sandeep Chowta;thommyknoles",2021-06-10,363000,0,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie,telugu pop,tollywood","Namma Music",0.373,0.0902,0,-19.213,1,0.0348,0.985,0.91,0.127,0.209,67.798,3
spotify:track:34vM2tvtNynEM1IfK1t1wn,"Rasiya","Rang","Bickram Ghosh;Kala Ramnath",2020-08-02,368026,30,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"ghazal,bangla pop","TRUE MUSIC",0.732,0.55,2,-8.711,0,0.0397,0.809,0.091,0.0914,0.235,132.974,1
spotify:track:5XAY3PGTV5bbBv5cd6cVQk,"Divine Krishna","We for Love","Amaan Ali Bangash;Ayaan Ali Bangash;Malini Awasthi",2022-01-21,293500,0,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"sufi,bhajan,bhojpuri pop","Affetto Recordings",0.464,0.429,7,-8.611,0,0.0275,0.534,0.00852,0.0897,0.216,85.044,4
spotify:track:3vLVrtGbPjYJuV1qmcQkdt,"Ithlati","Mann Bheetar","Javed Ali",2020-02-06,387099,29,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"sufi,bollywood,qawwali,hindi pop,desi,desi pop","T-Series",0.699,0.697,5,-6.674,0,0.0901,0.787,0,0.179,0.523,134.985,3
spotify:track:7CFyJ2EPn3BLmnOIAo9Y5l,"Babul Mora","Babul Mora","Prajakta Shukre",2022-06-03,342600,6,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bhajan,marathi pop","Strumm Entertainment Pvt. Ltd.",0.531,0.741,7,-7.894,1,0.0362,0.09,0.00786,0.54,0.39,100.011,4
spotify:track:2Lbc28ETd6b7iGnBetgfCc,"Savariya Parnaye","Musicians and Poets of Rajasthan, Vol. 2","Divana",1996-06-01,464200,52,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:22:10Z,"bhajan","Long Distance",0.411,0.648,2,-12.143,1,0.115,0.736,0.000143,0.704,0.44,127.556,4
